Tank_ID,Zone,Course,Grid_Row,Grid_Col,Orientation,Original_mm,t_min_mm,Reading_mm,Service
T-501,SHELL,7,,,E,9.53,4.76,8.76,Crude Oil
T-501,SHELL,7,,,SE,9.53,4.76,8.75,Crude Oil
T-501,SHELL,7,,,S,9.53,4.76,8.59,Crude Oil
T-501,SHELL,7,,,SW,9.53,4.76,8.58,Crude Oil
T-501,SHELL,7,,,W,9.53,4.76,8.53,Crude Oil
T-501,SHELL,7,,,NW,9.53,4.76,8.75,Crude Oil
T-501,SHELL,8,,,N,9.53,4.76,8.68,Crude Oil
T-501,SHELL,8,,,NE,9.53,4.76,8.93,Crude Oil
T-501,SHELL,8,,,E,9.53,4.76,8.69,Crude Oil
T-501,SHELL,8,,,SE,9.53,4.76,8.72,Crude Oil
T-501,SHELL,8,,,S,9.53,4.76,8.91,Crude Oil
T-501,SHELL,8,,,SW,9.53,4.76,8.76,Crude Oil
T-501,SHELL,8,,,W,9.53,4.76,8.88,Crude Oil
T-501,SHELL,8,,,NW,9.53,4.76,8.86,Crude Oil
T-501,FLOOR,,A,1,,6.35,2.54,5.82,Crude Oil
T-501,FLOOR,,A,2,,6.35,2.54,5.84,Crude Oil
T-501,FLOOR,,A,3,,6.35,2.54,5.83,Crude Oil
T-501,FLOOR,,A,4,,6.35,2.54,5.7,Crude Oil
T-501,FLOOR,,A,5,,6.35,2.54,5.78,Crude Oil
T-501,FLOOR,,A,6,,6.35,2.54,5.83,Crude Oil
T-501,FLOOR,,A,7,,6.35,2.54,5.97,Crude Oil
T-501,FLOOR,,A,8,,6.35,2.54,6.01,Crude Oil
T-501,FLOOR,,B,1,,6.35,2.54,5.93,Crude Oil
T-501,FLOOR,,B,2,,6.35,2.54,5.7,Crude Oil
T-501,FLOOR,,B,3,,6.35,2.54,5.65,Crude Oil
T-501,FLOOR,,B,4,,6.35,2.54,5.91,Crude Oil
T-501,FLOOR,,B,5,,6.35,2.54,5.84,Crude Oil
T-501,FLOOR,,B,6,,6.35,2.54,5.78,Crude Oil
T-501,FLOOR,,B,7,,6.35,2.54,6.02,Crude Oil
T-501,FLOOR,,B,8,,6.35,2.54,5.76,Crude Oil
T-501,FLOOR,,C,1,,6.35,2.54,6.01,Crude Oil
T-501,FLOOR,,C,2,,6.35,2.54,4.75,Crude Oil
T-501,FLOOR,,C,3,,6.35,2.54,5.94,Crude Oil
T-501,FLOOR,,C,4,,6.35,2.54,5.77,Crude Oil
T-501,FLOOR,,C,5,,6.35,2.54,5.71,Crude Oil
T-501,FLOOR,,C,6,,6.35,2.54,6.09,Crude Oil
T-501,FLOOR,,C,7,,6.35,2.54,5.64,Crude Oil
T-501,FLOOR,,C,8,,6.35,2.54,6.03,Crude Oil
T-501,FLOOR,,D,1,,6.35,2.54,6.0,Crude Oil
T-501,FLOOR,,D,2,,6.35,2.54,5.8,Crude Oil
T-501,FLOOR,,D,3,,6.35,2.54,5.93,Crude Oil
T-501,FLOOR,,D,4,,6.35,2.54,5.72,Crude Oil
T-501,FLOOR,,D,5,,6.35,2.54,5.76,Crude Oil
T-501,FLOOR,,D,6,,6.35,2.54,5.61,Crude Oil
T-501,FLOOR,,D,7,,6.35,2.54,5.86,Crude Oil
T-501,FLOOR,,D,8,,6.35,2.54,5.62,Crude Oil
T-501,FLOOR,,E,1,,6.35,2.54,5.62,Crude Oil
T-501,FLOOR,,E,2,,6.35,2.54,5.85,Crude Oil
T-501,FLOOR,,E,3,,6.35,2.54,6.05,Crude Oil
T-501,FLOOR,,E,4,,6.35,2.54,5.78,Crude Oil
T-501,FLOOR,,E,5,,6.35,2.54,5.7,Crude Oil
T-501,FLOOR,,E,6,,6.35,2.54,5.8,Crude Oil
T-501,FLOOR,,E,7,,6.35,2.54,5.72,Crude Oil
T-501,FLOOR,,E,8,,6.35,2.54,5.62,Crude Oil
T-501,FLOOR,,F,1,,6.35,2.54,5.68,Crude Oil
T-501,FLOOR,,F,2,,6.35,2.54,6.05,Crude Oil
T-501,FLOOR,,F,3,,6.35,2.54,5.69,Crude Oil
T-501,FLOOR,,F,4,,6.35,2.54,5.7,Crude Oil
T-501,FLOOR,,F,5,,6.35,2.54,6.09,Crude Oil
T-501,FLOOR,,F,6,,6.35,2.54,6.07,Crude Oil
T-501,FLOOR,,F,7,,6.35,2.54,4.65,Crude Oil
T-501,FLOOR,,F,8,,6.35,2.54,5.93,Crude Oil
T-501,FLOOR,,G,1,,6.35,2.54,5.77,Crude Oil
T-501,FLOOR,,G,2,,6.35,2.54,6.06,Crude Oil
T-501,FLOOR,,G,3,,6.35,2.54,6.01,Crude Oil
T-501,FLOOR,,G,4,,6.35,2.54,5.61,Crude Oil
T-501,FLOOR,,G,5,,6.35,2.54,5.61,Crude Oil
T-501,FLOOR,,G,6,,6.35,2.54,6.08,Crude Oil
T-501,FLOOR,,G,7,,6.35,2.54,5.61,Crude Oil
T-501,FLOOR,,G,8,,6.35,2.54,5.76,Crude Oil
T-501,FLOOR,,H,1,,6.35,2.54,6.04,Crude Oil
T-501,FLOOR,,H,2,,6.35,2.54,5.9,Crude Oil
T-501,FLOOR,,H,3,,6.35,2.54,5.87,Crude Oil
T-501,FLOOR,,H,4,,6.35,2.54,5.99,Crude Oil
T-501,FLOOR,,H,5,,6.35,2.54,5.76,Crude Oil
T-501,FLOOR,,H,6,,6.35,2.54,5.75,Crude Oil
T-501,FLOOR,,H,7,,6.35,2.54,5.81,Crude Oil
T-501,FLOOR,,H,8,,6.35,2.54,5.83,Crude Oil
T-501,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.07,Crude Oil
T-501,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.42,Crude Oil
T-501,ANNULAR,,Inner_Edge,,E,12.7,6.35,10.94,Crude Oil
T-501,ANNULAR,,Inner_Edge,,SE,12.7,6.35,11.25,Crude Oil
T-501,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.34,Crude Oil
T-501,ANNULAR,,Inner_Edge,,SW,12.7,6.35,11.12,Crude Oil
T-501,ANNULAR,,Inner_Edge,,W,12.7,6.35,11.32,Crude Oil
T-501,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.22,Crude Oil
T-501,ANNULAR,,Mid,,N,12.7,6.35,11.49,Crude Oil
T-501,ANNULAR,,Mid,,NE,12.7,6.35,11.91,Crude Oil
T-501,ANNULAR,,Mid,,E,12.7,6.35,11.5,Crude Oil
T-501,ANNULAR,,Mid,,SE,12.7,6.35,11.89,Crude Oil
T-501,ANNULAR,,Mid,,S,12.7,6.35,11.55,Crude Oil
T-501,ANNULAR,,Mid,,SW,12.7,6.35,11.65,Crude Oil
T-501,ANNULAR,,Mid,,W,12.7,6.35,11.5,Crude Oil
T-501,ANNULAR,,Mid,,NW,12.7,6.35,11.6,Crude Oil
T-501,ANNULAR,,Outer_Edge,,N,12.7,6.35,12.01,Crude Oil
T-501,ANNULAR,,Outer_Edge,,NE,12.7,6.35,11.94,Crude Oil
T-501,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.3,Crude Oil
T-501,ANNULAR,,Outer_Edge,,SE,12.7,6.35,12.19,Crude Oil
T-501,ANNULAR,,Outer_Edge,,S,12.7,6.35,12.31,Crude Oil
T-501,ANNULAR,,Outer_Edge,,SW,12.7,6.35,12.14,Crude Oil
T-501,ANNULAR,,Outer_Edge,,W,12.7,6.35,11.91,Crude Oil
T-501,ANNULAR,,Outer_Edge,,NW,12.7,6.35,11.86,Crude Oil
T-502,SHELL,1,,,N,25.4,12.7,20.0,Crude Oil
T-502,SHELL,1,,,NE,25.4,12.7,19.75,Crude Oil
T-502,SHELL,1,,,E,25.4,12.7,19.9,Crude Oil
T-502,SHELL,1,,,SE,25.4,12.7,19.87,Crude Oil
T-502,SHELL,1,,,S,25.4,12.7,19.92,Crude Oil
T-502,SHELL,1,,,SW,25.4,12.7,20.03,Crude Oil
T-502,SHELL,1,,,W,25.4,12.7,19.91,Crude Oil
T-502,SHELL,1,,,NW,25.4,12.7,19.69,Crude Oil
T-502,SHELL,2,,,N,22.23,11.12,18.09,Crude Oil
T-502,SHELL,2,,,NE,22.23,11.12,17.57,Crude Oil
T-502,SHELL,2,,,E,22.23,11.12,18.08,Crude Oil
T-502,SHELL,2,,,SE,22.23,11.12,18.11,Crude Oil
T-502,SHELL,2,,,S,22.23,11.12,17.4,Crude Oil
T-502,SHELL,2,,,SW,22.23,11.12,17.69,Crude Oil
T-502,SHELL,2,,,W,22.23,11.12,18.09,Crude Oil
T-502,SHELL,2,,,NW,22.23,11.12,18.01,Crude Oil
T-502,SHELL,3,,,N,19.05,9.53,15.97,Crude Oil
T-502,SHELL,3,,,NE,19.05,9.53,15.35,Crude Oil
T-502,SHELL,3,,,E,19.05,9.53,15.48,Crude Oil
T-502,SHELL,3,,,SE,19.05,9.53,15.35,Crude Oil
T-502,SHELL,3,,,S,19.05,9.53,15.66,Crude Oil
T-502,SHELL,3,,,SW,19.05,9.53,15.7,Crude Oil
T-502,SHELL,3,,,W,19.05,9.53,15.6,Crude Oil
T-502,SHELL,3,,,NW,19.05,9.53,15.49,Crude Oil
T-502,SHELL,4,,,N,15.88,7.94,13.6,Crude Oil
T-502,SHELL,4,,,NE,15.88,7.94,13.11,Crude Oil
T-502,SHELL,4,,,E,15.88,7.94,13.27,Crude Oil
T-502,SHELL,4,,,SE,15.88,7.94,13.31,Crude Oil
T-502,SHELL,4,,,S,15.88,7.94,13.61,Crude Oil
T-502,SHELL,4,,,SW,15.88,7.94,13.15,Crude Oil
T-502,SHELL,4,,,W,15.88,7.94,13.43,Crude Oil
T-502,SHELL,4,,,NW,15.88,7.94,13.16,Crude Oil
T-502,SHELL,5,,,N,12.7,6.35,10.74,Crude Oil
T-502,SHELL,5,,,NE,12.7,6.35,10.88,Crude Oil
T-502,SHELL,5,,,E,12.7,6.35,10.84,Crude Oil
T-502,SHELL,5,,,SE,12.7,6.35,10.93,Crude Oil
T-502,SHELL,5,,,S,12.7,6.35,10.94,Crude Oil
T-502,SHELL,5,,,SW,12.7,6.35,10.91,Crude Oil
T-502,SHELL,5,,,W,12.7,6.35,10.88,Crude Oil
T-502,SHELL,5,,,NW,12.7,6.35,10.99,Crude Oil
T-502,SHELL,6,,,N,9.53,4.76,8.29,Crude Oil
T-502,SHELL,6,,,NE,9.53,4.76,8.22,Crude Oil
T-502,SHELL,6,,,E,9.53,4.76,8.53,Crude Oil
T-502,SHELL,6,,,SE,9.53,4.76,8.47,Crude Oil
T-502,SHELL,6,,,S,9.53,4.76,8.38,Crude Oil
T-502,SHELL,6,,,SW,9.53,4.76,8.53,Crude Oil
T-502,SHELL,6,,,W,9.53,4.76,8.4,Crude Oil
T-502,SHELL,6,,,NW,9.53,4.76,8.55,Crude Oil
T-502,SHELL,7,,,N,9.53,4.76,8.66,Crude Oil
T-502,SHELL,7,,,NE,9.53,4.76,8.69,Crude Oil
T-502,SHELL,7,,,E,9.53,4.76,8.44,Crude Oil
T-502,SHELL,7,,,SE,9.53,4.76,8.59,Crude Oil
T-502,SHELL,7,,,S,9.53,4.76,8.69,Crude Oil
T-502,SHELL,7,,,SW,9.53,4.76,8.77,Crude Oil
T-502,SHELL,7,,,W,9.53,4.76,8.73,Crude Oil
T-502,SHELL,7,,,NW,9.53,4.76,8.45,Crude Oil
T-502,SHELL,8,,,N,9.53,4.76,8.86,Crude Oil
T-502,SHELL,8,,,NE,9.53,4.76,8.64,Crude Oil
T-502,SHELL,8,,,E,9.53,4.76,8.69,Crude Oil
T-502,SHELL,8,,,SE,9.53,4.76,8.61,Crude Oil
T-502,SHELL,8,,,S,9.53,4.76,8.94,Crude Oil
T-502,SHELL,8,,,SW,9.53,4.76,8.62,Crude Oil
T-502,SHELL,8,,,W,9.53,4.76,8.92,Crude Oil
T-502,SHELL,8,,,NW,9.53,4.76,8.81,Crude Oil
T-502,FLOOR,,A,1,,6.35,2.54,6.07,Crude Oil
T-502,FLOOR,,A,2,,6.35,2.54,5.74,Crude Oil
T-502,FLOOR,,A,3,,6.35,2.54,5.96,Crude Oil
T-502,FLOOR,,A,4,,6.35,2.54,6.0,Crude Oil
T-502,FLOOR,,A,5,,6.35,2.54,5.83,Crude Oil
T-502,FLOOR,,A,6,,6.35,2.54,6.0,Crude Oil
T-502,FLOOR,,A,7,,6.35,2.54,5.81,Crude Oil
T-502,FLOOR,,A,8,,6.35,2.54,5.6,Crude Oil
T-502,FLOOR,,B,1,,6.35,2.54,5.96,Crude Oil
T-502,FLOOR,,B,2,,6.35,2.54,5.6,Crude Oil
T-502,FLOOR,,B,3,,6.35,2.54,5.67,Crude Oil
T-502,FLOOR,,B,4,,6.35,2.54,5.93,Crude Oil
T-502,FLOOR,,B,5,,6.35,2.54,5.72,Crude Oil
T-502,FLOOR,,B,6,,6.35,2.54,5.88,Crude Oil
T-502,FLOOR,,B,7,,6.35,2.54,5.63,Crude Oil
T-502,FLOOR,,B,8,,6.35,2.54,5.9,Crude Oil
T-502,FLOOR,,C,1,,6.35,2.54,5.77,Crude Oil
T-502,FLOOR,,C,2,,6.35,2.54,5.76,Crude Oil
T-502,FLOOR,,C,3,,6.35,2.54,5.83,Crude Oil
T-502,FLOOR,,C,4,,6.35,2.54,5.7,Crude Oil
T-502,FLOOR,,C,5,,6.35,2.54,6.04,Crude Oil
T-502,FLOOR,,C,6,,6.35,2.54,5.87,Crude Oil
T-502,FLOOR,,C,7,,6.35,2.54,5.86,Crude Oil
T-502,FLOOR,,C,8,,6.35,2.54,5.62,Crude Oil
T-502,FLOOR,,D,1,,6.35,2.54,5.09,Crude Oil
T-502,FLOOR,,D,2,,6.35,2.54,5.86,Crude Oil
T-502,FLOOR,,D,3,,6.35,2.54,5.68,Crude Oil
T-502,FLOOR,,D,4,,6.35,2.54,5.92,Crude Oil
T-502,FLOOR,,D,5,,6.35,2.54,6.02,Crude Oil
T-502,FLOOR,,D,6,,6.35,2.54,5.78,Crude Oil
T-502,FLOOR,,D,7,,6.35,2.54,5.84,Crude Oil
T-502,FLOOR,,D,8,,6.35,2.54,5.84,Crude Oil
T-502,FLOOR,,E,1,,6.35,2.54,5.98,Crude Oil
T-502,FLOOR,,E,2,,6.35,2.54,4.96,Crude Oil
T-502,FLOOR,,E,3,,6.35,2.54,5.87,Crude Oil
T-502,FLOOR,,E,4,,6.35,2.54,5.8,Crude Oil
T-502,FLOOR,,E,5,,6.35,2.54,4.79,Crude Oil
T-502,FLOOR,,E,6,,6.35,2.54,5.87,Crude Oil
T-502,FLOOR,,E,7,,6.35,2.54,5.7,Crude Oil
T-502,FLOOR,,E,8,,6.35,2.54,5.66,Crude Oil
T-502,FLOOR,,F,1,,6.35,2.54,6.06,Crude Oil
T-502,FLOOR,,F,2,,6.35,2.54,5.91,Crude Oil
T-502,FLOOR,,F,3,,6.35,2.54,5.91,Crude Oil
T-502,FLOOR,,F,4,,6.35,2.54,5.63,Crude Oil
T-502,FLOOR,,F,5,,6.35,2.54,6.04,Crude Oil
T-502,FLOOR,,F,6,,6.35,2.54,5.74,Crude Oil
T-502,FLOOR,,F,7,,6.35,2.54,5.64,Crude Oil
T-502,FLOOR,,F,8,,6.35,2.54,5.92,Crude Oil
T-502,FLOOR,,G,1,,6.35,2.54,5.88,Crude Oil
T-502,FLOOR,,G,2,,6.35,2.54,5.69,Crude Oil
T-502,FLOOR,,G,3,,6.35,2.54,6.07,Crude Oil
T-502,FLOOR,,G,4,,6.35,2.54,5.93,Crude Oil
T-502,FLOOR,,G,5,,6.35,2.54,6.05,Crude Oil
T-502,FLOOR,,G,6,,6.35,2.54,6.03,Crude Oil
T-502,FLOOR,,G,7,,6.35,2.54,6.04,Crude Oil
T-502,FLOOR,,G,8,,6.35,2.54,5.83,Crude Oil
T-502,FLOOR,,H,1,,6.35,2.54,5.74,Crude Oil
T-502,FLOOR,,H,2,,6.35,2.54,5.74,Crude Oil
T-502,FLOOR,,H,3,,6.35,2.54,5.84,Crude Oil
T-502,FLOOR,,H,4,,6.35,2.54,5.94,Crude Oil
T-502,FLOOR,,H,5,,6.35,2.54,5.72,Crude Oil
T-502,FLOOR,,H,6,,6.35,2.54,5.64,Crude Oil
T-502,FLOOR,,H,7,,6.35,2.54,5.96,Crude Oil
T-502,FLOOR,,H,8,,6.35,2.54,6.05,Crude Oil
T-502,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.35,Crude Oil
T-502,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.32,Crude Oil
T-502,ANNULAR,,Inner_Edge,,E,12.7,6.35,11.25,Crude Oil
T-502,ANNULAR,,Inner_Edge,,SE,12.7,6.35,11.04,Crude Oil
T-502,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.31,Crude Oil
T-502,ANNULAR,,Inner_Edge,,SW,12.7,6.35,11.34,Crude Oil
T-502,ANNULAR,,Inner_Edge,,W,12.7,6.35,11.03,Crude Oil
T-502,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.28,Crude Oil
T-502,ANNULAR,,Mid,,N,12.7,6.35,11.6,Crude Oil
T-502,ANNULAR,,Mid,,NE,12.7,6.35,11.83,Crude Oil
T-502,ANNULAR,,Mid,,E,12.7,6.35,11.83,Crude Oil
T-502,ANNULAR,,Mid,,SE,12.7,6.35,11.86,Crude Oil
T-502,ANNULAR,,Mid,,S,12.7,6.35,11.71,Crude Oil
T-502,ANNULAR,,Mid,,SW,12.7,6.35,11.49,Crude Oil
T-502,ANNULAR,,Mid,,W,12.7,6.35,11.59,Crude Oil
T-502,ANNULAR,,Mid,,NW,12.7,6.35,11.47,Crude Oil
T-502,ANNULAR,,Outer_Edge,,N,12.7,6.35,12.11,Crude Oil
T-502,ANNULAR,,Outer_Edge,,NE,12.7,6.35,11.83,Crude Oil
T-502,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.02,Crude Oil
T-502,ANNULAR,,Outer_Edge,,SE,12.7,6.35,12.07,Crude Oil
T-502,ANNULAR,,Outer_Edge,,S,12.7,6.35,11.96,Crude Oil
T-502,ANNULAR,,Outer_Edge,,SW,12.7,6.35,11.97,Crude Oil
T-502,ANNULAR,,Outer_Edge,,W,12.7,6.35,12.13,Crude Oil
T-502,ANNULAR,,Outer_Edge,,NW,12.7,6.35,11.99,Crude Oil
T-601,SHELL,1,,,N,25.4,12.7,21.26,Diesel
T-601,SHELL,1,,,NE,25.4,12.7,21.06,Diesel
T-601,SHELL,1,,,E,25.4,12.7,20.52,Diesel
T-601,SHELL,1,,,SE,25.4,12.7,21.24,Diesel
T-601,SHELL,1,,,S,25.4,12.7,21.2,Diesel
T-601,SHELL,1,,,SW,25.4,12.7,21.04,Diesel
T-601,SHELL,1,,,W,25.4,12.7,21.0,Diesel
T-601,SHELL,1,,,NW,25.4,12.7,21.02,Diesel
T-601,SHELL,2,,,N,22.23,11.12,19.07,Diesel
T-601,SHELL,2,,,NE,22.23,11.12,18.97,Diesel
T-601,SHELL,2,,,E,22.23,11.12,18.86,Diesel
T-601,SHELL,2,,,SE,22.23,11.12,18.45,Diesel
T-601,SHELL,2,,,S,22.23,11.12,18.86,Diesel
T-601,SHELL,2,,,SW,22.23,11.12,18.98,Diesel
T-601,SHELL,2,,,W,22.23,11.12,18.78,Diesel
T-601,SHELL,2,,,NW,22.23,11.12,18.75,Diesel
T-601,SHELL,3,,,N,19.05,9.53,16.07,Diesel
T-601,SHELL,3,,,NE,19.05,9.53,16.11,Diesel
T-601,SHELL,3,,,E,19.05,9.53,16.26,Diesel
T-601,SHELL,3,,,SE,19.05,9.53,16.76,Diesel
T-601,SHELL,3,,,S,19.05,9.53,16.05,Diesel
T-601,SHELL,3,,,SW,19.05,9.53,16.46,Diesel
T-601,SHELL,3,,,W,19.05,9.53,16.26,Diesel
T-601,SHELL,3,,,NW,19.05,9.53,16.15,Diesel
T-601,SHELL,4,,,N,15.88,7.94,13.78,Diesel
T-601,SHELL,4,,,NE,15.88,7.94,13.88,Diesel
T-601,SHELL,4,,,E,15.88,7.94,14.17,Diesel
T-601,SHELL,4,,,SE,15.88,7.94,14.06,Diesel
T-601,SHELL,4,,,S,15.88,7.94,14.29,Diesel
T-601,SHELL,4,,,SW,15.88,7.94,13.71,Diesel
T-601,SHELL,4,,,W,15.88,7.94,14.01,Diesel
T-601,SHELL,4,,,NW,15.88,7.94,14.22,Diesel
T-601,SHELL,5,,,N,12.7,6.35,11.23,Diesel
T-601,SHELL,5,,,NE,12.7,6.35,11.41,Diesel
T-601,SHELL,5,,,E,12.7,6.35,11.23,Diesel
T-601,SHELL,5,,,SE,12.7,6.35,11.55,Diesel
T-601,SHELL,5,,,S,12.7,6.35,11.56,Diesel
T-601,SHELL,5,,,SW,12.7,6.35,11.24,Diesel
T-601,SHELL,5,,,W,12.7,6.35,11.58,Diesel
T-601,SHELL,5,,,NW,12.7,6.35,11.2,Diesel
T-601,SHELL,6,,,N,9.53,4.76,8.65,Diesel
T-601,SHELL,6,,,NE,9.53,4.76,8.85,Diesel
T-601,SHELL,6,,,E,9.53,4.76,8.89,Diesel
T-601,SHELL,6,,,SE,9.53,4.76,8.65,Diesel
T-601,SHELL,6,,,S,9.53,4.76,8.64,Diesel
T-601,SHELL,6,,,SW,9.53,4.76,8.76,Diesel
T-601,SHELL,6,,,W,9.53,4.76,8.75,Diesel
T-601,SHELL,6,,,NW,9.53,4.76,8.7,Diesel
T-601,FLOOR,,A,1,,6.35,2.54,6.04,Diesel
T-601,FLOOR,,A,2,,6.35,2.54,5.99,Diesel
T-601,FLOOR,,A,3,,6.35,2.54,5.64,Diesel
T-601,FLOOR,,A,4,,6.35,2.54,4.59,Diesel
T-601,FLOOR,,A,5,,6.35,2.54,5.84,Diesel
T-601,FLOOR,,A,6,,6.35,2.54,5.69,Diesel
T-601,FLOOR,,B,1,,6.35,2.54,5.89,Diesel
T-601,FLOOR,,B,2,,6.35,2.54,6.08,Diesel
T-601,FLOOR,,B,3,,6.35,2.54,5.79,Diesel
T-601,FLOOR,,B,4,,6.35,2.54,5.83,Diesel
T-601,FLOOR,,B,5,,6.35,2.54,6.0,Diesel
T-601,FLOOR,,B,6,,6.35,2.54,5.84,Diesel
T-601,FLOOR,,C,1,,6.35,2.54,6.01,Diesel
T-601,FLOOR,,C,2,,6.35,2.54,5.78,Diesel
T-601,FLOOR,,C,3,,6.35,2.54,5.65,Diesel
T-601,FLOOR,,C,4,,6.35,2.54,5.89,Diesel
T-601,FLOOR,,C,5,,6.35,2.54,5.84,Diesel
T-601,FLOOR,,C,6,,6.35,2.54,5.04,Diesel
T-601,FLOOR,,D,1,,6.35,2.54,5.79,Diesel
T-601,FLOOR,,D,2,,6.35,2.54,5.84,Diesel
T-601,FLOOR,,D,3,,6.35,2.54,5.64,Diesel
T-601,FLOOR,,D,4,,6.35,2.54,5.9,Diesel
T-601,FLOOR,,D,5,,6.35,2.54,5.98,Diesel
T-601,FLOOR,,D,6,,6.35,2.54,6.03,Diesel
T-601,FLOOR,,E,1,,6.35,2.54,5.69,Diesel
T-601,FLOOR,,E,2,,6.35,2.54,5.63,Diesel
T-601,FLOOR,,E,3,,6.35,2.54,5.74,Diesel
T-601,FLOOR,,E,4,,6.35,2.54,5.64,Diesel
T-601,FLOOR,,E,5,,6.35,2.54,5.69,Diesel
T-601,FLOOR,,E,6,,6.35,2.54,5.72,Diesel
T-601,FLOOR,,F,1,,6.35,2.54,5.65,Diesel
T-601,FLOOR,,F,2,,6.35,2.54,6.02,Diesel
T-601,FLOOR,,F,3,,6.35,2.54,5.1,Diesel
T-601,FLOOR,,F,4,,6.35,2.54,5.73,Diesel
T-601,FLOOR,,F,5,,6.35,2.54,5.78,Diesel
T-601,FLOOR,,F,6,,6.35,2.54,5.61,Diesel
T-601,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.15,Diesel
T-601,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.08,Diesel
T-601,ANNULAR,,Inner_Edge,,E,12.7,6.35,10.97,Diesel
T-601,ANNULAR,,Inner_Edge,,SE,12.7,6.35,11.12,Diesel
T-601,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.0,Diesel
T-601,ANNULAR,,Inner_Edge,,SW,12.7,6.35,10.93,Diesel
