Tank_ID,Zone,Course,Grid_Row,Grid_Col,Orientation,Original_mm,t_min_mm,Reading_mm,Service
T-501,SHELL,7,,,E,9.53,4.76,8.76,Crude Oil
T-501,SHELL,7,,,SE,9.53,4.76,8.75,Crude Oil
T-501,SHELL,7,,,S,9.53,4.76,8.59,Crude Oil
T-501,SHELL,7,,,SW,9.53,4.76,8.58,Crude Oil
T-501,SHELL,7,,,W,9.53,4.76,8.53,Crude Oil
T-501,SHELL,7,,,NW,9.53,4.76,8.75,Crude Oil
T-501,SHELL,8,,,N,9.53,4.76,8.68,Crude Oil
T-501,SHELL,8,,,NE,9.53,4.76,8.93,Crude Oil
T-501,SHELL,8,,,E,9.53,4.76,8.69,Crude Oil
T-501,SHELL,8,,,SE,9.53,4.76,8.72,Crude Oil
T-501,SHELL,8,,,S,9.53,4.76,8.91,Crude Oil
T-501,SHELL,8,,,SW,9.53,4.76,8.76,Crude Oil
T-501,SHELL,8,,,W,9.53,4.76,8.88,Crude Oil
T-501,SHELL,8,,,NW,9.53,4.76,8.86,Crude Oil
T-501,FLOOR,,A,1,,6.35,2.54,5.82,Crude Oil
T-501,FLOOR,,A,2,,6.35,2.54,5.84,Crude Oil
T-501,FLOOR,,A,3,,6.35,2.54,5.83,Crude Oil
T-501,FLOOR,,A,4,,6.35,2.54,5.7,Crude Oil
T-501,FLOOR,,A,5,,6.35,2.54,5.78,Crude Oil
T-501,FLOOR,,A,6,,6.35,2.54,5.83,Crude Oil
T-501,FLOOR,,A,7,,6.35,2.54,5.97,Crude Oil
T-501,FLOOR,,A,8,,6.35,2.54,6.01,Crude Oil
T-501,FLOOR,,B,1,,6.35,2.54,5.93,Crude Oil
T-501,FLOOR,,B,2,,6.35,2.54,5.7,Crude Oil
T-501,FLOOR,,B,3,,6.35,2.54,5.65,Crude Oil
T-501,FLOOR,,B,4,,6.35,2.54,5.91,Crude Oil
T-501,FLOOR,,B,5,,6.35,2.54,5.84,Crude Oil
T-501,FLOOR,,B,6,,6.35,2.54,5.78,Crude Oil
T-501,FLOOR,,B,7,,6.35,2.54,6.02,Crude Oil
T-501,FLOOR,,B,8,,6.35,2.54,5.76,Crude Oil
T-501,FLOOR,,C,1,,6.35,2.54,6.01,Crude Oil
T-501,FLOOR,,C,2,,6.35,2.54,4.75,Crude Oil
T-501,FLOOR,,C,3,,6.35,2.54,5.94,Crude Oil
T-501,FLOOR,,C,4,,6.35,2.54,5.77,Crude Oil
T-501,FLOOR,,C,5,,6.35,2.54,5.71,Crude Oil
T-501,FLOOR,,C,6,,6.35,2.54,6.09,Crude Oil
T-501,FLOOR,,C,7,,6.35,2.54,5.64,Crude Oil
T-501,FLOOR,,C,8,,6.35,2.54,6.03,Crude Oil
T-501,FLOOR,,D,1,,6.35,2.54,6.0,Crude Oil
T-501,FLOOR,,D,2,,6.35,2.54,5.8,Crude Oil
T-501,FLOOR,,D,3,,6.35,2.54,5.93,Crude Oil
T-501,FLOOR,,D,4,,6.35,2.54,5.72,Crude Oil
T-501,FLOOR,,D,5,,6.35,2.54,5.76,Crude Oil
T-501,FLOOR,,D,6,,6.35,2.54,5.61,Crude Oil
T-501,FLOOR,,D,7,,6.35,2.54,5.86,Crude Oil
T-501,FLOOR,,D,8,,6.35,2.54,5.62,Crude Oil
T-501,FLOOR,,E,1,,6.35,2.54,5.62,Crude Oil
T-501,FLOOR,,E,2,,6.35,2.54,5.85,Crude Oil
T-501,FLOOR,,E,3,,6.35,2.54,6.05,Crude Oil
T-501,FLOOR,,E,4,,6.35,2.54,5.78,Crude Oil
T-501,FLOOR,,E,5,,6.35,2.54,5.7,Crude Oil
T-501,FLOOR,,E,6,,6.35,2.54,5.8,Crude Oil
T-501,FLOOR,,E,7,,6.35,2.54,5.72,Crude Oil
T-501,FLOOR,,E,8,,6.35,2.54,5.62,Crude Oil
T-501,FLOOR,,F,1,,6.35,2.54,5.68,Crude Oil
T-501,FLOOR,,F,2,,6.35,2.54,6.05,Crude Oil
T-501,FLOOR,,F,3,,6.35,2.54,5.69,Crude Oil
T-501,FLOOR,,F,4,,6.35,2.54,5.7,Crude Oil
T-501,FLOOR,,F,5,,6.35,2.54,6.09,Crude Oil
T-501,FLOOR,,F,6,,6.35,2.54,6.07,Crude Oil
T-501,FLOOR,,F,7,,6.35,2.54,4.65,Crude Oil
T-501,FLOOR,,F,8,,6.35,2.54,5.93,Crude Oil
T-501,FLOOR,,G,1,,6.35,2.54,5.77,Crude Oil
T-501,FLOOR,,G,2,,6.35,2.54,6.06,Crude Oil
T-501,FLOOR,,G,3,,6.35,2.54,6.01,Crude Oil
T-501,FLOOR,,G,4,,6.35,2.54,5.61,Crude Oil
T-501,FLOOR,,G,5,,6.35,2.54,5.61,Crude Oil
T-501,FLOOR,,G,6,,6.35,2.54,6.08,Crude Oil
T-501,FLOOR,,G,7,,6.35,2.54,5.61,Crude Oil
T-501,FLOOR,,G,8,,6.35,2.54,5.76,Crude Oil
T-501,FLOOR,,H,1,,6.35,2.54,6.04,Crude Oil
T-501,FLOOR,,H,2,,6.35,2.54,5.9,Crude Oil
T-501,FLOOR,,H,3,,6.35,2.54,5.87,Crude Oil
T-501,FLOOR,,H,4,,6.35,2.54,5.99,Crude Oil
T-501,FLOOR,,H,5,,6.35,2.54,5.76,Crude Oil
T-501,FLOOR,,H,6,,6.35,2.54,5.75,Crude Oil
T-501,FLOOR,,H,7,,6.35,2.54,5.81,Crude Oil
T-501,FLOOR,,H,8,,6.35,2.54,5.83,Crude Oil
T-501,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.07,Crude Oil
T-501,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.42,Crude Oil
T-501,ANNULAR,,Inner_Edge,,E,12.7,6.35,10.94,Crude Oil
T-501,ANNULAR,,Inner_Edge,,SE,12.7,6.35,11.25,Crude Oil
T-501,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.34,Crude Oil
T-501,ANNULAR,,Inner_Edge,,SW,12.7,6.35,11.12,Crude Oil
T-501,ANNULAR,,Inner_Edge,,W,12.7,6.35,11.32,Crude Oil
T-501,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.22,Crude Oil
T-501,ANNULAR,,Mid,,N,12.7,6.35,11.49,Crude Oil
T-501,ANNULAR,,Mid,,NE,12.7,6.35,11.91,Crude Oil
T-501,ANNULAR,,Mid,,E,12.7,6.35,11.5,Crude Oil
T-501,ANNULAR,,Mid,,SE,12.7,6.35,11.89,Crude Oil
T-501,ANNULAR,,Mid,,S,12.7,6.35,11.55,Crude Oil
T-501,ANNULAR,,Mid,,SW,12.7,6.35,11.65,Crude Oil
T-501,ANNULAR,,Mid,,W,12.7,6.35,11.5,Crude Oil
T-501,ANNULAR,,Mid,,NW,12.7,6.35,11.6,Crude Oil
T-501,ANNULAR,,Outer_Edge,,N,12.7,6.35,12.01,Crude Oil
T-501,ANNULAR,,Outer_Edge,,NE,12.7,6.35,11.94,Crude Oil
T-501,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.3,Crude Oil
T-501,ANNULAR,,Outer_Edge,,SE,12.7,6.35,12.19,Crude Oil
T-501,ANNULAR,,Outer_Edge,,S,12.7,6.35,12.31,Crude Oil
T-501,ANNULAR,,Outer_Edge,,SW,12.7,6.35,12.14,Crude Oil
T-501,ANNULAR,,Outer_Edge,,W,12.7,6.35,11.91,Crude Oil
T-501,ANNULAR,,Outer_Edge,,NW,12.7,6.35,11.86,Crude Oil
