Tank_ID,Zone,Course,Grid_Row,Grid_Col,Orientation,Original_mm,t_min_mm,Reading_mm,Service
T-602,ANNULAR,,Inner_Edge,,SW,12.7,6.35,11.24,Diesel
T-602,ANNULAR,,Inner_Edge,,W,12.7,6.35,11.31,Diesel
T-602,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.22,Diesel
T-602,ANNULAR,,Mid,,N,12.7,6.35,11.61,Diesel
T-602,ANNULAR,,Mid,,NE,12.7,6.35,11.81,Diesel
T-602,ANNULAR,,Mid,,E,12.7,6.35,11.74,Diesel
T-602,ANNULAR,,Mid,,SE,12.7,6.35,11.62,Diesel
T-602,ANNULAR,,Mid,,S,12.7,6.35,11.67,Diesel
T-602,ANNULAR,,Mid,,SW,12.7,6.35,11.49,Diesel
T-602,ANNULAR,,Mid,,W,12.7,6.35,11.87,Diesel
T-602,ANNULAR,,Mid,,NW,12.7,6.35,11.71,Diesel
T-602,ANNULAR,,Outer_Edge,,N,12.7,6.35,11.87,Diesel
T-602,ANNULAR,,Outer_Edge,,NE,12.7,6.35,12.31,Diesel
T-602,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.11,Diesel
T-602,ANNULAR,,Outer_Edge,,SE,12.7,6.35,12.06,Diesel
T-602,ANNULAR,,Outer_Edge,,S,12.7,6.35,12.12,Diesel
T-602,ANNULAR,,Outer_Edge,,SW,12.7,6.35,11.93,Diesel
T-602,ANNULAR,,Outer_Edge,,W,12.7,6.35,12.12,Diesel
T-602,ANNULAR,,Outer_Edge,,NW,12.7,6.35,11.87,Diesel
