Tank_ID,Zone,Course,Grid_Row,Grid_Col,Orientation,Original_mm,t_min_mm,Reading_mm,Service
T-701,FLOOR,,C,6,,6.35,2.54,5.88,Water
T-701,FLOOR,,D,1,,6.35,2.54,5.8,Water
T-701,FLOOR,,D,2,,6.35,2.54,5.79,Water
T-701,FLOOR,,D,3,,6.35,2.54,6.01,Water
T-701,FLOOR,,D,4,,6.35,2.54,6.09,Water
T-701,FLOOR,,D,5,,6.35,2.54,6.01,Water
T-701,FLOOR,,D,6,,6.35,2.54,5.96,Water
T-701,FLOOR,,E,1,,6.35,2.54,5.64,Water
T-701,FLOOR,,E,2,,6.35,2.54,5.97,Water
T-701,FLOOR,,E,3,,6.35,2.54,5.87,Water
T-701,FLOOR,,E,4,,6.35,2.54,5.71,Water
T-701,FLOOR,,E,5,,6.35,2.54,5.91,Water
T-701,FLOOR,,E,6,,6.35,2.54,5.72,Water
T-701,FLOOR,,F,1,,6.35,2.54,5.63,Water
T-701,FLOOR,,F,2,,6.35,2.54,6.03,Water
T-701,FLOOR,,F,3,,6.35,2.54,5.77,Water
T-701,FLOOR,,F,4,,6.35,2.54,5.69,Water
T-701,FLOOR,,F,5,,6.35,2.54,5.92,Water
T-701,FLOOR,,F,6,,6.35,2.54,5.78,Water
T-701,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.28,Water
T-701,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.23,Water
T-701,ANNULAR,,Inner_Edge,,E,12.7,6.35,11.14,Water
T-701,ANNULAR,,Inner_Edge,,SE,12.7,6.35,10.93,Water
T-701,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.3,Water
T-701,ANNULAR,,Inner_Edge,,SW,12.7,6.35,11.01,Water
T-701,ANNULAR,,Inner_Edge,,W,12.7,6.35,11.08,Water
T-701,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.13,Water
T-701,ANNULAR,,Mid,,N,12.7,6.35,11.85,Water
T-701,ANNULAR,,Mid,,NE,12.7,6.35,11.63,Water
T-701,ANNULAR,,Mid,,E,12.7,6.35,11.91,Water
T-701,ANNULAR,,Mid,,SE,12.7,6.35,11.88,Water
T-701,ANNULAR,,Mid,,S,12.7,6.35,11.76,Water
T-701,ANNULAR,,Mid,,SW,12.7,6.35,11.63,Water
T-701,ANNULAR,,Mid,,W,12.7,6.35,11.85,Water
T-701,ANNULAR,,Mid,,NW,12.7,6.35,11.47,Water
T-701,ANNULAR,,Outer_Edge,,N,12.7,6.35,12.04,Water
T-701,ANNULAR,,Outer_Edge,,NE,12.7,6.35,12.01,Water
T-701,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.12,Water
T-701,ANNULAR,,Outer_Edge,,SE,12.7,6.35,11.83,Water
T-701,ANNULAR,,Outer_Edge,,S,12.7,6.35,11.87,Water
T-701,ANNULAR,,Outer_Edge,,SW,12.7,6.35,12.1,Water
T-701,ANNULAR,,Outer_Edge,,W,12.7,6.35,12.22,Water
T-701,ANNULAR,,Outer_Edge,,NW,12.7,6.35,12.14,Water
