Tank_ID,Zone,Course,Grid_Row,Grid_Col,Orientation,Original_mm,t_min_mm,Reading_mm,Service
T-601,FLOOR,,B,1,,6.35,2.54,5.89,Diesel
T-601,FLOOR,,B,2,,6.35,2.54,6.08,Diesel
T-601,FLOOR,,B,3,,6.35,2.54,5.79,Diesel
T-601,FLOOR,,B,4,,6.35,2.54,5.83,Diesel
T-601,FLOOR,,B,5,,6.35,2.54,6.0,Diesel
T-601,FLOOR,,B,6,,6.35,2.54,5.84,Diesel
T-601,FLOOR,,C,1,,6.35,2.54,6.01,Diesel
T-601,FLOOR,,C,2,,6.35,2.54,5.78,Diesel
T-601,FLOOR,,C,3,,6.35,2.54,5.65,Diesel
T-601,FLOOR,,C,4,,6.35,2.54,5.89,Diesel
T-601,FLOOR,,C,5,,6.35,2.54,5.84,Diesel
T-601,FLOOR,,C,6,,6.35,2.54,5.04,Diesel
T-601,FLOOR,,D,1,,6.35,2.54,5.79,Diesel
T-601,FLOOR,,D,2,,6.35,2.54,5.84,Diesel
T-601,FLOOR,,D,3,,6.35,2.54,5.64,Diesel
T-601,FLOOR,,D,4,,6.35,2.54,5.9,Diesel
T-601,FLOOR,,D,5,,6.35,2.54,5.98,Diesel
T-601,FLOOR,,D,6,,6.35,2.54,6.03,Diesel
T-601,FLOOR,,E,1,,6.35,2.54,5.69,Diesel
T-601,FLOOR,,E,2,,6.35,2.54,5.63,Diesel
T-601,FLOOR,,E,3,,6.35,2.54,5.74,Diesel
T-601,FLOOR,,E,4,,6.35,2.54,5.64,Diesel
T-601,FLOOR,,E,5,,6.35,2.54,5.69,Diesel
T-601,FLOOR,,E,6,,6.35,2.54,5.72,Diesel
T-601,FLOOR,,F,1,,6.35,2.54,5.65,Diesel
T-601,FLOOR,,F,2,,6.35,2.54,6.02,Diesel
T-601,FLOOR,,F,3,,6.35,2.54,5.1,Diesel
T-601,FLOOR,,F,4,,6.35,2.54,5.73,Diesel
T-601,FLOOR,,F,5,,6.35,2.54,5.78,Diesel
T-601,FLOOR,,F,6,,6.35,2.54,5.61,Diesel
T-601,ANNULAR,,Inner_Edge,,N,12.7,6.35,11.15,Diesel
T-601,ANNULAR,,Inner_Edge,,NE,12.7,6.35,11.08,Diesel
T-601,ANNULAR,,Inner_Edge,,E,12.7,6.35,10.97,Diesel
T-601,ANNULAR,,Inner_Edge,,SE,12.7,6.35,11.12,Diesel
T-601,ANNULAR,,Inner_Edge,,S,12.7,6.35,11.0,Diesel
T-601,ANNULAR,,Inner_Edge,,SW,12.7,6.35,10.93,Diesel
T-601,ANNULAR,,Inner_Edge,,W,12.7,6.35,10.99,Diesel
T-601,ANNULAR,,Inner_Edge,,NW,12.7,6.35,11.39,Diesel
T-601,ANNULAR,,Mid,,N,12.7,6.35,11.77,Diesel
T-601,ANNULAR,,Mid,,NE,12.7,6.35,11.49,Diesel
T-601,ANNULAR,,Mid,,E,12.7,6.35,11.83,Diesel
T-601,ANNULAR,,Mid,,SE,12.7,6.35,11.6,Diesel
T-601,ANNULAR,,Mid,,S,12.7,6.35,11.92,Diesel
T-601,ANNULAR,,Mid,,SW,12.7,6.35,11.5,Diesel
T-601,ANNULAR,,Mid,,W,12.7,6.35,11.9,Diesel
T-601,ANNULAR,,Mid,,NW,12.7,6.35,11.87,Diesel
T-601,ANNULAR,,Outer_Edge,,N,12.7,6.35,12.13,Diesel
T-601,ANNULAR,,Outer_Edge,,NE,12.7,6.35,12.31,Diesel
T-601,ANNULAR,,Outer_Edge,,E,12.7,6.35,12.15,Diesel
T-601,ANNULAR,,Outer_Edge,,SE,12.7,6.35,12.22,Diesel
T-601,ANNULAR,,Outer_Edge,,S,12.7,6.35,12.23,Diesel
T-601,ANNULAR,,Outer_Edge,,SW,12.7,6.35,12.13,Diesel
T-601,ANNULAR,,Outer_Edge,,W,12.7,6.35,12.05,Diesel
T-601,ANNULAR,,Outer_Edge,,NW,12.7,6.35,12.0,Diesel
